proxy_id,province,year,city_n,eligible_city_count,treated_city_count_implied_source,treated_city_count_integer,treat_share_current,treat_share_recomputed_from_integer_count,difference,post,did_intensity_current,did_intensity_recomputed,did_intensity_difference,first_treat_year_province_level,ever_treated_province_level,aggregation_rule,threshold_rule,flag,flag_note,working_threshold_proxy_type,working_threshold_count,working_threshold_share,source_file,use_for_analysis,boundary_note
四川_2022,四川,2022,21.0,21.0,3.0,3.0,0.1428571428571428,0.1428571428571428,5.551115123125783e-17,1,0.1428571428571428,0.1428571428571428,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.1428571428571428,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
天津_2015,天津,2015,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,1.0,1.0,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
天津_2016,天津,2016,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,1.0,1.0,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
天津_2017,天津,2017,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,1.0,1.0,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
天津_2018,天津,2018,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,1.0,1.0,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
天津_2019,天津,2019,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,1.0,1.0,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
天津_2020,天津,2020,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,1.0,1.0,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
天津_2021,天津,2021,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,1.0,1.0,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
宁夏_2015,宁夏,2015,5.0,5.0,3.0,3.0,0.6,0.6,0.0,0,0.0,0.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.6,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
宁夏_2016,宁夏,2016,5.0,5.0,3.0,3.0,0.6,0.6,0.0,1,0.6,0.6,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.6,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
宁夏_2017,宁夏,2017,5.0,5.0,3.0,3.0,0.6,0.6,0.0,1,0.6,0.6,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.6,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
宁夏_2018,宁夏,2018,5.0,5.0,3.0,3.0,0.6,0.6,0.0,1,0.6,0.6,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.6,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
宁夏_2020,宁夏,2020,5.0,5.0,3.0,3.0,0.6,0.6,0.0,1,0.6,0.6,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.6,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
宁夏_2021,宁夏,2021,5.0,5.0,3.0,3.0,0.6,0.6,0.0,1,0.6,0.6,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.6,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
宁夏_2022,宁夏,2022,5.0,5.0,3.0,3.0,0.6,0.6,0.0,1,0.6,0.6,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.6,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
安徽_2014,安徽,2014,16.0,16.0,3.0,3.0,0.1875,0.1875,0.0,0,0.0,0.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.1875,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
安徽_2015,安徽,2015,16.0,16.0,3.0,3.0,0.1875,0.1875,0.0,0,0.0,0.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.1875,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
安徽_2016,安徽,2016,16.0,16.0,3.0,3.0,0.1875,0.1875,0.0,1,0.1875,0.1875,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.1875,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
安徽_2017,安徽,2017,16.0,16.0,3.0,3.0,0.1875,0.1875,0.0,1,0.1875,0.1875,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.1875,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
安徽_2018,安徽,2018,16.0,16.0,3.0,3.0,0.1875,0.1875,0.0,1,0.1875,0.1875,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.1875,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
安徽_2019,安徽,2019,16.0,16.0,3.0,3.0,0.1875,0.1875,0.0,1,0.1875,0.1875,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.1875,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
安徽_2020,安徽,2020,16.0,16.0,3.0,3.0,0.1875,0.1875,0.0,1,0.1875,0.1875,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.1875,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
安徽_2021,安徽,2021,16.0,16.0,3.0,3.0,0.1875,0.1875,0.0,1,0.1875,0.1875,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.1875,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
安徽_2022,安徽,2022,16.0,16.0,3.0,3.0,0.1875,0.1875,0.0,1,0.1875,0.1875,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.1875,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
山东_2014,山东,2014,17.0,17.0,4.0,4.0,0.2352941176470588,0.2352941176470588,2.775557561562892e-17,0,0.0,0.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,4.0,0.2352941176470588,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
山东_2015,山东,2015,17.0,17.0,4.0,4.0,0.2352941176470588,0.2352941176470588,2.775557561562892e-17,0,0.0,0.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,4.0,0.2352941176470588,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
山东_2016,山东,2016,17.0,17.0,4.0,4.0,0.2352941176470588,0.2352941176470588,2.775557561562892e-17,1,0.2352941176470588,0.2352941176470588,2.775557561562892e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,4.0,0.2352941176470588,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
山东_2017,山东,2017,17.0,17.0,4.0,4.0,0.2352941176470588,0.2352941176470588,2.775557561562892e-17,1,0.2352941176470588,0.2352941176470588,2.775557561562892e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,4.0,0.2352941176470588,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
山东_2018,山东,2018,17.0,17.0,4.0,4.0,0.2352941176470588,0.2352941176470588,2.775557561562892e-17,1,0.2352941176470588,0.2352941176470588,2.775557561562892e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,4.0,0.2352941176470588,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
山东_2019,山东,2019,16.0,16.0,4.0,4.0,0.25,0.25,0.0,1,0.25,0.25,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,4.0,0.25,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
山东_2020,山东,2020,16.0,16.0,4.0,4.0,0.25,0.25,0.0,1,0.25,0.25,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,4.0,0.25,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
山东_2021,山东,2021,16.0,16.0,4.0,4.0,0.25,0.25,0.0,1,0.25,0.25,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,4.0,0.25,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
山东_2022,山东,2022,16.0,16.0,4.0,4.0,0.25,0.25,0.0,1,0.25,0.25,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,4.0,0.25,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
山西_2014,山西,2014,11.0,11.0,2.0,2.0,0.1818181818181818,0.1818181818181818,2.775557561562892e-17,0,0.0,0.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.1818181818181818,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
山西_2015,山西,2015,11.0,11.0,2.0,2.0,0.1818181818181818,0.1818181818181818,2.775557561562892e-17,0,0.0,0.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.1818181818181818,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
山西_2016,山西,2016,11.0,11.0,2.0,2.0,0.1818181818181818,0.1818181818181818,2.775557561562892e-17,1,0.1818181818181818,0.1818181818181818,2.775557561562892e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.1818181818181818,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
山西_2017,山西,2017,11.0,11.0,2.0,2.0,0.1818181818181818,0.1818181818181818,2.775557561562892e-17,1,0.1818181818181818,0.1818181818181818,2.775557561562892e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.1818181818181818,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
山西_2018,山西,2018,11.0,11.0,2.0,2.0,0.1818181818181818,0.1818181818181818,2.775557561562892e-17,1,0.1818181818181818,0.1818181818181818,2.775557561562892e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.1818181818181818,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
山西_2019,山西,2019,11.0,11.0,2.0,2.0,0.1818181818181818,0.1818181818181818,2.775557561562892e-17,1,0.1818181818181818,0.1818181818181818,2.775557561562892e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.1818181818181818,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
山西_2020,山西,2020,11.0,11.0,2.0,2.0,0.1818181818181818,0.1818181818181818,2.775557561562892e-17,1,0.1818181818181818,0.1818181818181818,2.775557561562892e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.1818181818181818,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
山西_2021,山西,2021,11.0,11.0,2.0,2.0,0.1818181818181818,0.1818181818181818,2.775557561562892e-17,1,0.1818181818181818,0.1818181818181818,2.775557561562892e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.1818181818181818,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
山西_2022,山西,2022,11.0,11.0,2.0,2.0,0.1818181818181818,0.1818181818181818,2.775557561562892e-17,1,0.1818181818181818,0.1818181818181818,2.775557561562892e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.1818181818181818,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
广东_2014,广东,2014,21.0,21.0,4.0,4.0,0.1904761904761904,0.1904761904761904,5.551115123125783e-17,0,0.0,0.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,4.0,0.1904761904761904,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
广东_2015,广东,2015,21.0,21.0,4.0,4.0,0.1904761904761904,0.1904761904761904,5.551115123125783e-17,0,0.0,0.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,4.0,0.1904761904761904,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
广东_2016,广东,2016,21.0,21.0,4.0,4.0,0.1904761904761904,0.1904761904761904,5.551115123125783e-17,1,0.1904761904761904,0.1904761904761904,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,4.0,0.1904761904761904,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
广东_2017,广东,2017,21.0,21.0,4.0,4.0,0.1904761904761904,0.1904761904761904,5.551115123125783e-17,1,0.1904761904761904,0.1904761904761904,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,4.0,0.1904761904761904,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
广东_2018,广东,2018,21.0,21.0,4.0,4.0,0.1904761904761904,0.1904761904761904,5.551115123125783e-17,1,0.1904761904761904,0.1904761904761904,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,4.0,0.1904761904761904,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
广东_2019,广东,2019,21.0,21.0,4.0,4.0,0.1904761904761904,0.1904761904761904,5.551115123125783e-17,1,0.1904761904761904,0.1904761904761904,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,4.0,0.1904761904761904,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
广东_2020,广东,2020,21.0,21.0,4.0,4.0,0.1904761904761904,0.1904761904761904,5.551115123125783e-17,1,0.1904761904761904,0.1904761904761904,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,4.0,0.1904761904761904,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
广东_2021,广东,2021,21.0,21.0,4.0,4.0,0.1904761904761904,0.1904761904761904,5.551115123125783e-17,1,0.1904761904761904,0.1904761904761904,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,4.0,0.1904761904761904,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
